,都道府県名,市区町村名,大字町丁目名,住所コード,"都道府県+
市区町村",大字・町,丁目,,市区町村コード,"大字町丁目
コード",Bゾーンコード,,,Bゾーン名称,,1.買物・娯楽施設,2.交通・物流施設,3.公共施設,4.その他,*
,岡山県,笠岡市,吉田,33205 068 00,33205,068,00,,33205,332050068000,33,205,03,笠岡市３区,,,,吉田文化会館,,*
,岡山県,笠岡市,吉浜,33205 069 00,33205,069,00,,33205,332050069000,33,205,02,笠岡市２区,,,,,,*
,岡山県,笠岡市,四番町,33205 070 00,33205,070,00,,33205,332050070000,33,205,01,笠岡市１区,,,,,,*
,岡山県,笠岡市,六番町,33205 071 00,33205,071,00,,33205,332050071000,33,205,01,笠岡市１区,,,,岡山県備中県民局井笠地域事務所、笠岡警察署,,*
,岡山県,井原市,青野町,33207 001 00,33207,001,00,,33207,332070001000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,井原町,33207 002 00,33207,002,00,,33207,332070002000,33,207,01,井原市１区,,,井原鉄道子守唄の里高屋駅,井原市役所、井原市立井原市民病院,,*
,岡山県,井原市,岩倉町,33207 003 00,33207,003,00,,33207,332070003000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,大江町,33207 004 00,33207,004,00,,33207,332070004000,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,上出部町,33207 005 00,33207,005,00,,33207,332070005000,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,上出部町四季が丘,33207 006 00,33207,006,00,,33207,332070006000,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,上稲木町,33207 007 00,33207,007,00,,33207,332070007000,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,北山町,33207 008 00,33207,008,00,,33207,332070008000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,木之子町,33207 009 00,33207,009,00,,33207,332070009000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,神代町,33207 010 00,33207,010,00,,33207,332070010000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,笹賀町,33207 011 00,33207,011,00,,33207,332070011000,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,笹賀町一丁目,33207 012 01,33207,012,01,,33207,332070012001,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,笹賀町二丁目,33207 012 02,33207,012,02,,33207,332070012002,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,下出部町,33207 013 00,33207,013,00,,33207,332070013000,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,下出部町一丁目,33207 014 01,33207,014,01,,33207,332070014001,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,下出部町二丁目,33207 014 02,33207,014,02,,33207,332070014002,33,207,01,井原市１区,,ゆめタウン井原,,,,*
,岡山県,井原市,下稲木町,33207 015 00,33207,015,00,,33207,332070015000,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,高屋町,33207 016 00,33207,016,00,,33207,332070016000,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,高屋町一丁目,33207 017 01,33207,017,01,,33207,332070017001,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,高屋町二丁目,33207 017 02,33207,017,02,,33207,332070017002,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,高屋町三丁目,33207 017 03,33207,017,03,,33207,332070017003,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,高屋町四丁目,33207 017 04,33207,017,04,,33207,332070017004,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,高屋町五丁目,33207 017 05,33207,017,05,,33207,332070017005,33,207,01,井原市１区,,,,,,*
,岡山県,井原市,七日市町,33207 018 00,33207,018,00,,33207,332070018000,33,207,02,井原市２区,,,井原鉄道井原駅、井原鉄道早雲の里荏原駅,,,*
,岡山県,井原市,西江原町,33207 019 00,33207,019,00,,33207,332070019000,33,207,02,井原市２区,,,,永祥寺、興譲館高等学校,,*
,岡山県,井原市,西方町,33207 020 00,33207,020,00,,33207,332070020000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,野上町,33207 021 00,33207,021,00,,33207,332070021000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,稗原町,33207 022 00,33207,022,00,,33207,332070022000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,東江原町,33207 023 00,33207,023,00,,33207,332070023000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,美星町宇戸,33207 024 00,33207,024,00,,33207,332070024000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町烏頭,33207 025 00,33207,025,00,,33207,332070025000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町宇戸谷,33207 026 00,33207,026,00,,33207,332070026000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町大倉,33207 027 00,33207,027,00,,33207,332070027000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町上高末,33207 028 00,33207,028,00,,33207,332070028000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町黒木,33207 029 00,33207,029,00,,33207,332070029000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町黒忠,33207 030 00,33207,030,00,,33207,332070030000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町西水砂,33207 031 00,33207,031,00,,33207,332070031000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町東水砂,33207 032 00,33207,032,00,,33207,332070032000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町星田,33207 033 00,33207,033,00,,33207,332070033000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,美星町三山,33207 034 00,33207,034,00,,33207,332070034000,33,207,03,井原市３区,,,,井原市役所美星支所,,*
,岡山県,井原市,美星町明治,33207 035 00,33207,035,00,,33207,332070035000,33,207,03,井原市３区,,,,,,*
,岡山県,井原市,門田町,33207 036 00,33207,036,00,,33207,332070036000,33,207,02,井原市２区,,,,,,*
,岡山県,井原市,芳井町池谷,33207 037 00,33207,037,00,,33207,332070037000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町井山,33207 038 00,33207,038,00,,33207,332070038000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町宇戸川,33207 039 00,33207,039,00,,33207,332070039000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町梶江,33207 040 00,33207,040,00,,33207,332070040000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町片塚,33207 041 00,33207,041,00,,33207,332070041000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町上鴫,33207 042 00,33207,042,00,,33207,332070042000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町川相,33207 043 00,33207,043,00,,33207,332070043000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町佐屋,33207 044 00,33207,044,00,,33207,332070044000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町下鴫,33207 045 00,33207,045,00,,33207,332070045000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町種,33207 046 00,33207,046,00,,33207,332070046000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町天神山,33207 047 00,33207,047,00,,33207,332070047000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町西三原,33207 048 00,33207,048,00,,33207,332070048000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町花滝,33207 049 00,33207,049,00,,33207,332070049000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町東三原,33207 050 00,33207,050,00,,33207,332070050000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町簗瀬,33207 051 00,33207,051,00,,33207,332070051000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町山村,33207 052 00,33207,052,00,,33207,332070052000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町与井,33207 053 00,33207,053,00,,33207,332070053000,33,207,04,井原市４区,,,,,,*
,岡山県,井原市,芳井町吉井,33207 054 00,33207,054,00,,33207,332070054000,33,207,04,井原市４区,,,,井原市役所芳井支所,,*
,岡山県,総社市,赤浜,33208 001 00,33208,001,00,,33208,332080001000,33,208,02,総社市２区,,,,,,*
,岡山県,総社市,井尻野,33208 002 00,33208,002,00,,33208,332080002000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,泉,33208 003 00,33208,003,00,,33208,332080003000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,井手,33208 004 00,33208,004,00,,33208,332080004000,33,208,02,総社市２区,,,ＪＲ服部駅,,,*
,岡山県,総社市,宇山,33208 005 00,33208,005,00,,33208,332080005000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,駅前一丁目,33208 006 01,33208,006,01,,33208,332080006001,33,208,01,総社市１区,,,ＪＲ総社駅,,,*
,岡山県,総社市,駅前二丁目,33208 006 02,33208,006,02,,33208,332080006002,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,岡谷,33208 007 00,33208,007,00,,33208,332080007000,33,208,06,総社市６区,,,,,,*
,岡山県,総社市,奥坂,33208 008 00,33208,008,00,,33208,332080008000,33,208,03,総社市３区,,,,,,*
,岡山県,総社市,刑部,33208 009 00,33208,009,00,,33208,332080009000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,影,33208 010 00,33208,010,00,,33208,332080010000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,金井戸,33208 011 00,33208,011,00,,33208,332080011000,33,208,02,総社市２区,,エディオン総社店,,,,*
,岡山県,総社市,上林,33208 012 00,33208,012,00,,33208,332080012000,33,208,02,総社市２区,,,,,,*
,岡山県,総社市,上原,33208 013 00,33208,013,00,,33208,332080013000,33,208,04,総社市４区,,,,,,*
,岡山県,総社市,北溝手,33208 014 00,33208,014,00,,33208,332080014000,33,208,02,総社市２区,,,,,,*
,岡山県,総社市,清音柿木,33208 015 00,33208,015,00,,33208,332080015000,33,208,07,総社市７区,,,,,,*
,岡山県,総社市,清音上中島,33208 016 00,33208,016,00,,33208,332080016000,33,208,07,総社市７区,,,,,,*
,岡山県,総社市,清音軽部,33208 017 00,33208,017,00,,33208,332080017000,33,208,07,総社市７区,,,,総社市役所清音支所,,*
,岡山県,総社市,清音黒田,33208 018 00,33208,018,00,,33208,332080018000,33,208,07,総社市７区,,,,,,*
,岡山県,総社市,清音古地,33208 019 00,33208,019,00,,33208,332080019000,33,208,07,総社市７区,,,,,,*
,岡山県,総社市,清音三因,33208 020 00,33208,020,00,,33208,332080020000,33,208,07,総社市７区,,,,,,*
,岡山県,総社市,久代,33208 021 00,33208,021,00,,33208,332080021000,33,208,04,総社市４区,,,,,,*
,岡山県,総社市,窪木,33208 022 00,33208,022,00,,33208,332080022000,33,208,02,総社市２区,,,,岡山県立大学,,*
,岡山県,総社市,久米,33208 023 00,33208,023,00,,33208,332080023000,33,208,03,総社市３区,,,,,,*
,岡山県,総社市,黒尾,33208 024 00,33208,024,00,,33208,332080024000,33,208,03,総社市３区,,鬼の城,,,,*
,岡山県,総社市,槁,33208 025 00,33208,025,00,,33208,332080025000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,小寺,33208 026 00,33208,026,00,,33208,332080026000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,宍粟,33208 027 00,33208,027,00,,33208,332080027000,33,208,03,総社市３区,,,,,,*
,岡山県,総社市,下倉,33208 028 00,33208,028,00,,33208,332080028000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,地頭片山,33208 029 00,33208,029,00,,33208,332080029000,33,208,06,総社市６区,,,,総社市役所山手支所,,*
,岡山県,総社市,下林,33208 030 00,33208,030,00,,33208,332080030000,33,208,02,総社市２区,,,,,,*
,岡山県,総社市,下原,33208 031 00,33208,031,00,,33208,332080031000,33,208,04,総社市４区,,,,,,*
,岡山県,総社市,宿,33208 032 00,33208,032,00,,33208,332080032000,33,208,06,総社市６区,,,,,,*
,岡山県,総社市,新本,33208 033 00,33208,033,00,,33208,332080033000,33,208,04,総社市４区,,吉備カントリークラブ,,,,*
,岡山県,総社市,総社,33208 034 00,33208,034,00,,33208,332080034000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,総社一丁目,33208 035 01,33208,035,01,,33208,332080035001,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,総社二丁目,33208 035 02,33208,035,02,,33208,332080035002,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,総社三丁目,33208 035 03,33208,035,03,,33208,332080035003,33,208,01,総社市１区,,,,岡山県立総社高等学校,,*
,岡山県,総社市,種井,33208 036 00,33208,036,00,,33208,332080036000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,中央一丁目,33208 037 01,33208,037,01,,33208,332080037001,33,208,01,総社市１区,,,,総社市役所,,*
,岡山県,総社市,中央二丁目,33208 037 02,33208,037,02,,33208,332080037002,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,中央三丁目,33208 037 03,33208,037,03,,33208,332080037003,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,中央四丁目,33208 037 04,33208,037,04,,33208,332080037004,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,中央五丁目,33208 037 05,33208,037,05,,33208,332080037005,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,中央六丁目,33208 037 06,33208,037,06,,33208,332080037006,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,富原,33208 038 00,33208,038,00,,33208,332080038000,33,208,04,総社市４区,,,,,,*
,岡山県,総社市,中尾,33208 039 00,33208,039,00,,33208,332080039000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,中原,33208 040 00,33208,040,00,,33208,332080040000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,長良,33208 041 00,33208,041,00,,33208,332080041000,33,208,02,総社市２区,,,,,,*
,岡山県,総社市,西阿曽,33208 042 00,33208,042,00,,33208,332080042000,33,208,03,総社市３区,,,,総社市立阿曽小学校,,*
,岡山県,総社市,西郡,33208 043 00,33208,043,00,,33208,332080043000,33,208,06,総社市６区,,,,,,*
,岡山県,総社市,西坂台,33208 044 00,33208,044,00,,33208,332080044000,33,208,06,総社市６区,,,,,,*
,岡山県,総社市,延原,33208 045 00,33208,045,00,,33208,332080045000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,秦,33208 046 00,33208,046,00,,33208,332080046000,33,208,04,総社市４区,,サントピア岡山総社,,総社市立総社中学校,,*
,岡山県,総社市,原,33208 047 00,33208,047,00,,33208,332080047000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,東阿曽,33208 048 00,33208,048,00,,33208,332080048000,33,208,03,総社市３区,,,ＪＲ豪渓駅,,,*
,岡山県,総社市,日羽,33208 049 00,33208,049,00,,33208,332080049000,33,208,05,総社市５区,,,,,,*
,岡山県,総社市,福井,33208 050 00,33208,050,00,,33208,332080050000,33,208,01,総社市１区,,,岡山道総社パーキングエリア,,,*
,岡山県,総社市,福谷,33208 051 00,33208,051,00,,33208,332080051000,33,208,04,総社市４区,,,,,,*
,岡山県,総社市,槙谷,33208 052 00,33208,052,00,,33208,332080052000,33,208,03,総社市３区,,,,,豪渓,*
,岡山県,総社市,三須,33208 053 00,33208,053,00,,33208,332080053000,33,208,02,総社市２区,,,,,,*
,岡山県,総社市,溝口,33208 054 00,33208,054,00,,33208,332080054000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,美袋,33208 055 00,33208,055,00,,33208,332080055000,33,208,05,総社市５区,,,ＪＲ美袋駅、ＪＲ日羽駅,総社市立昭和中学校,,*
,岡山県,総社市,南溝手,33208 056 00,33208,056,00,,33208,332080056000,33,208,02,総社市２区,,,,,,*
,岡山県,総社市,見延,33208 057 00,33208,057,00,,33208,332080057000,33,208,03,総社市３区,,,,,,*
,岡山県,総社市,門田,33208 058 00,33208,058,00,,33208,332080058000,33,208,01,総社市１区,,天満屋ハピータウンリブ総社店,,,,*
,岡山県,総社市,八代,33208 059 00,33208,059,00,,33208,332080059000,33,208,04,総社市４区,,,,,,*
,岡山県,総社市,山田,33208 060 00,33208,060,00,,33208,332080060000,33,208,04,総社市４区,,,,,,*
,岡山県,総社市,真壁,33208 061 00,33208,061,00,,33208,332080061000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,三輪,33208 062 00,33208,062,00,,33208,332080062000,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,駅南一丁目,33208 063 01,33208,063,01,,33208,332080063001,33,208,01,総社市１区,,,,,,*
,岡山県,総社市,駅南二丁目,33208 063 02,33208,063,02,,33208,332080063002,33,208,01,総社市１区,,,,,,*
,岡山県,高梁市,間之町,33209 001 00,33209,001,00,,33209,332090001000,33,209,02,高梁市２区,,,,,,*
,岡山県,高梁市,旭町,33209 002 00,33209,002,00,,33209,332090002000,33,209,02,高梁市２区,,,,,,*
,岡山県,高梁市,伊賀町,33209 003 00,33209,003,00,,33209,332090003000,33,209,02,高梁市２区,,,,私立吉備国際大学,,*
,岡山県,高梁市,石火矢町,33209 004 00,33209,004,00,,33209,332090004000,33,209,02,高梁市２区,,,,,,*
,岡山県,高梁市,有漢町有漢,33209 005 00,33209,005,00,,33209,332090005000,33,209,05,高梁市５区,,,,高梁市役所有漢地域局,,*
,岡山県,高梁市,有漢町上有漢,33209 006 00,33209,006,00,,33209,332090006000,33,209,05,高梁市５区,,,,,,*
,岡山県,高梁市,宇治町穴田,33209 007 00,33209,007,00,,33209,332090007000,33,209,01,高梁市１区,,,,,,*
,岡山県,高梁市,宇治町宇治,33209 008 00,33209,008,00,,33209,332090008000,33,209,01,高梁市１区,,,,高梁市立宇治高等学校,,*
,岡山県,高梁市,宇治町遠原,33209 009 00,33209,009,00,,33209,332090009000,33,209,01,高梁市１区,,,,,,*
,岡山県,高梁市,宇治町本郷,33209 010 00,33209,010,00,,33209,332090010000,33,209,01,高梁市１区,,,,,,*
,岡山県,高梁市,内山下,33209 011 00,33209,011,00,,33209,332090011000,33,209,02,高梁市２区,,備中松山城,,,,*
,岡山県,高梁市,奥万田町,33209 012 00,33209,012,00,,33209,332090012000,33,209,02,高梁市２区,,,,,,*
,岡山県,高梁市,落合町阿部,33209 013 00,33209,013,00,,33209,332090013000,33,209,01,高梁市１区,,ゆめタウン高梁,,,,*
,岡山県,高梁市,落合町福地,33209 014 00,33209,014,00,,33209,332090014000,33,209,01,高梁市１区,,,,,,*
,岡山県,高梁市,落合町近似,33209 015 00,33209,015,00,,33209,332090015000,33,209,01,高梁市１区,,,,高梁市立高梁小学校、高梁市立高梁中学校、岡山県備中県民局高梁地域事務所,,*
,岡山県,高梁市,落合町原田,33209 016 00,33209,016,00,,33209,332090016000,33,209,01,高梁市１区,,,,高梁自然公園,,*
,岡山県,高梁市,御前町,33209 017 00,33209,017,00,,33209,332090017000,33,209,02,高梁市２区,,,,,,*
,岡山県,高梁市,柿木町,33209 018 00,33209,018,00,,33209,332090018000,33,209,02,高梁市２区,,,,,,*
,岡山県,高梁市,鍜冶町,33209 019 00,33209,019,00,,33209,332090019000,33,209,02,高梁市２区,,,,,,*
,岡山県,高梁市,片原町,33209 020 00,33209,020,00,,33209,332090020000,33,209,02,高梁市２区,,,,,,*
,岡山県,高梁市,上谷町,33209 021 00,33209,021,00,,33209,332090021000,33,209,02,高梁市２区,,,,成徳寺,,*
,岡山県,高梁市,川上町大原,33209 022 00,33209,022,00,,33209,332090022000,33,209,07,高梁市７区,,,,,,*
